market,name,price,date
narahenpita,lime,800,11/13/2024
narahenpita,lime,800,11/14/2024
narahenpita,lime,900,11/18/2024
narahenpita,lime,1000,8/14/2023
narahenpita,lime,1000,8/15/2023
narahenpita,lime,1000,8/16/2023
narahenpita,lime,1000,8/17/2023
narahenpita,lime,1000,8/18/2023
narahenpita,lime,1000,8/21/2023
narahenpita,lime,1000,8/22/2023
narahenpita,lime,1000,12/8/2023
narahenpita,lime,1000,7/17/2024
narahenpita,lime,1000,7/18/2024
narahenpita,lime,1000,7/19/2024
narahenpita,lime,1000,7/22/2024
narahenpita,lime,1200,8/24/2020
narahenpita,lime,1200,8/23/2023
narahenpita,lime,1200,8/25/2023
narahenpita,lime,1200,12/6/2023
narahenpita,lime,1200,12/7/2023
narahenpita,lime,1200,12/18/2023
narahenpita,lime,1200,5/14/2024
narahenpita,lime,1200,7/2/2024
narahenpita,lime,1200,7/4/2024
narahenpita,lime,1200,7/8/2024
narahenpita,lime,1200,7/9/2024
narahenpita,lime,1200,7/12/2024
narahenpita,lime,1200,7/15/2024
narahenpita,lime,1200,7/16/2024
narahenpita,lime,1400,8/28/2023
narahenpita,lime,1400,4/29/2024
narahenpita,lime,1400,4/30/2024
narahenpita,lime,1400,7/10/2024
narahenpita,lime,1400,7/11/2024
narahenpita,lime,1500,8/29/2023
narahenpita,lime,1500,9/1/2023
narahenpita,lime,1500,9/4/2023
narahenpita,lime,1500,9/5/2023
narahenpita,lime,1500,9/6/2023
narahenpita,lime,1500,9/7/2023
narahenpita,lime,1500,9/8/2023
narahenpita,lime,1500,9/11/2023
narahenpita,lime,1500,9/12/2023
narahenpita,lime,1500,9/13/2023
narahenpita,lime,1500,4/19/2024
narahenpita,lime,1500,7/5/2024
narahenpita,lime,1600,8/31/2023
narahenpita,lime,1600,9/14/2023
narahenpita,lime,1600,9/19/2023
narahenpita,lime,1600,9/22/2023
narahenpita,lime,1600,12/5/2023
narahenpita,lime,1600,12/13/2023
narahenpita,lime,1600,4/18/2024
narahenpita,lime,1600,4/22/2024
narahenpita,lime,1600,4/24/2024
narahenpita,lime,1600,4/25/2024
narahenpita,lime,1600,4/26/2024
narahenpita,lime,1600,5/2/2024
narahenpita,lime,1600,5/6/2024
narahenpita,lime,1600,5/7/2024
narahenpita,lime,1800,9/15/2023
narahenpita,lime,1800,9/18/2023
narahenpita,lime,1800,9/20/2023
narahenpita,lime,1800,9/21/2023
narahenpita,lime,1800,5/3/2024
narahenpita,lime,1800,5/9/2024
narahenpita,lime,1800,5/21/2024
narahenpita,lime,1800,5/27/2024
narahenpita,lime,1800,5/31/2024
narahenpita,lime,1800,6/18/2024
narahenpita,lime,1800,6/19/2024
narahenpita,lime,1800,6/20/2024
narahenpita,lime,1800,7/1/2024
narahenpita,lime,1800,7/3/2024
narahenpita,lime,2000,9/25/2023
narahenpita,lime,2000,9/26/2023
narahenpita,lime,2000,9/27/2023
narahenpita,lime,2000,10/2/2023
narahenpita,lime,2000,10/3/2023
narahenpita,lime,2000,10/4/2023
narahenpita,lime,2000,10/5/2023
narahenpita,lime,2000,10/6/2023
narahenpita,lime,2000,10/9/2023
narahenpita,lime,2000,10/12/2023
narahenpita,lime,2000,10/13/2023
narahenpita,lime,2000,10/19/2023
narahenpita,lime,2000,11/7/2023
narahenpita,lime,2000,11/9/2023
narahenpita,lime,2000,11/10/2023
narahenpita,lime,2000,12/4/2023
narahenpita,lime,2000,5/8/2024
narahenpita,lime,2000,5/10/2024
narahenpita,lime,2000,5/13/2024
narahenpita,lime,2000,5/15/2024
narahenpita,lime,2000,5/16/2024
narahenpita,lime,2000,5/20/2024
narahenpita,lime,2000,5/22/2024
narahenpita,lime,2000,5/28/2024
narahenpita,lime,2000,5/29/2024
narahenpita,lime,2000,6/3/2024
narahenpita,lime,2000,6/4/2024
narahenpita,lime,2000,6/5/2024
narahenpita,lime,2000,6/6/2024
narahenpita,lime,2000,6/7/2024
narahenpita,lime,2000,6/10/2024
narahenpita,lime,2000,6/11/2024
narahenpita,lime,2000,6/12/2024
narahenpita,lime,2000,6/13/2024
narahenpita,lime,2000,6/14/2024
narahenpita,lime,2000,6/24/2024
narahenpita,lime,2000,6/25/2024
narahenpita,lime,2000,6/26/2024
narahenpita,lime,2000,6/27/2024
narahenpita,lime,2000,6/28/2024
narahenpita,lime,2200,10/10/2023
narahenpita,lime,2200,10/11/2023
narahenpita,lime,2200,10/16/2023
narahenpita,lime,2200,10/17/2023
narahenpita,lime,2200,10/20/2023
narahenpita,lime,2200,10/23/2023
narahenpita,lime,2200,10/24/2023
narahenpita,lime,2200,10/25/2023
narahenpita,lime,2200,10/26/2023
narahenpita,lime,2200,10/27/2023
narahenpita,lime,2200,10/30/2023
narahenpita,lime,2200,10/31/2023
narahenpita,lime,2200,11/1/2023
narahenpita,lime,2200,11/2/2023
narahenpita,lime,2200,11/8/2023
narahenpita,lime,2200,11/14/2023
narahenpita,lime,2200,11/30/2023
narahenpita,lime,2200,12/1/2023
narahenpita,lime,2400,10/18/2023
narahenpita,lime,2400,11/3/2023
narahenpita,lime,2400,11/6/2023
narahenpita,lime,2400,11/13/2023
narahenpita,lime,2400,11/16/2023
narahenpita,lime,2400,11/17/2023
narahenpita,lime,2400,11/21/2023
narahenpita,lime,2400,11/22/2023
narahenpita,lime,2400,11/23/2023
narahenpita,lime,2400,11/24/2023
narahenpita,lime,2400,11/27/2023
narahenpita,lime,2400,11/28/2023
narahenpita,lime,2400,11/29/2023
narahenpita,lime,2400,5/17/2024
narahenpita,lime,2500,11/15/2023
narahenpita,lime,2500,11/20/2023
narahenpita,local_potato,280,3/23/2023
narahenpita,local_potato,280,10/15/2024
narahenpita,local_potato,280,10/16/2024
narahenpita,local_potato,280,10/18/2024
narahenpita,local_potato,300,3/7/2023
narahenpita,local_potato,300,3/8/2023
narahenpita,local_potato,300,6/1/2023
narahenpita,local_potato,300,4/24/2024
narahenpita,local_potato,300,5/7/2024
narahenpita,local_potato,300,5/8/2024
narahenpita,local_potato,300,5/9/2024
narahenpita,local_potato,300,5/10/2024
narahenpita,local_potato,300,10/10/2024
narahenpita,local_potato,300,10/11/2024
narahenpita,local_potato,300,10/14/2024
narahenpita,local_potato,300,10/21/2024
narahenpita,local_potato,300,10/22/2024
narahenpita,local_potato,300,10/23/2024
narahenpita,local_potato,300,10/24/2024
narahenpita,local_potato,300,10/25/2024
narahenpita,local_potato,320,3/9/2023
narahenpita,local_potato,320,3/16/2023
narahenpita,local_potato,320,3/21/2023
narahenpita,local_potato,320,3/24/2023
narahenpita,local_potato,320,3/27/2023
narahenpita,local_potato,320,3/30/2023
narahenpita,local_potato,320,3/31/2023
narahenpita,local_potato,320,4/3/2023
narahenpita,local_potato,320,4/4/2023
narahenpita,local_potato,320,4/6/2023
narahenpita,local_potato,320,9/19/2023
narahenpita,local_potato,320,9/20/2023
narahenpita,local_potato,320,9/21/2023
narahenpita,local_potato,320,9/22/2023
narahenpita,local_potato,320,9/25/2023
narahenpita,local_potato,320,9/26/2023
narahenpita,local_potato,320,9/27/2023
narahenpita,local_potato,320,10/2/2023
narahenpita,local_potato,320,10/3/2023
narahenpita,local_potato,320,10/4/2023
narahenpita,local_potato,320,10/5/2023
narahenpita,local_potato,320,10/6/2023
narahenpita,local_potato,320,10/9/2023
narahenpita,local_potato,320,10/10/2023
narahenpita,local_potato,320,10/11/2023
narahenpita,local_potato,320,10/12/2023
narahenpita,local_potato,320,10/13/2023
narahenpita,local_potato,320,10/16/2023
narahenpita,local_potato,320,10/17/2023
narahenpita,local_potato,320,10/18/2023
narahenpita,local_potato,320,10/19/2023
narahenpita,local_potato,320,10/20/2023
narahenpita,local_potato,320,10/23/2023
narahenpita,local_potato,320,10/24/2023
narahenpita,local_potato,320,10/25/2023
narahenpita,local_potato,320,10/26/2023
narahenpita,local_potato,320,10/27/2023
narahenpita,local_potato,320,10/30/2023
narahenpita,local_potato,320,10/31/2023
narahenpita,local_potato,320,3/27/2024
narahenpita,local_potato,320,3/28/2024
narahenpita,local_potato,320,5/17/2024
narahenpita,local_potato,320,5/20/2024
narahenpita,local_potato,320,5/21/2024
narahenpita,local_potato,320,5/22/2024
narahenpita,local_potato,320,5/27/2024
narahenpita,local_potato,320,5/28/2024
narahenpita,local_potato,320,5/29/2024
narahenpita,local_potato,320,5/31/2024
narahenpita,local_potato,320,6/3/2024
narahenpita,local_potato,320,6/4/2024
narahenpita,local_potato,320,6/5/2024
narahenpita,local_potato,320,6/6/2024
narahenpita,local_potato,320,6/7/2024
narahenpita,local_potato,320,6/10/2024
narahenpita,local_potato,320,6/11/2024
narahenpita,local_potato,320,6/12/2024
narahenpita,local_potato,320,6/13/2024
narahenpita,local_potato,320,6/14/2024
narahenpita,local_potato,320,10/28/2024
narahenpita,local_potato,320,10/29/2024
narahenpita,local_potato,320,10/30/2024
narahenpita,local_potato,320,11/1/2024
narahenpita,local_potato,330,5/14/2024
narahenpita,local_potato,330,5/15/2024
narahenpita,local_potato,330,5/16/2024
narahenpita,local_potato,330,10/9/2024
narahenpita,local_potato,330,11/13/2024
narahenpita,local_potato,330,11/14/2024
narahenpita,local_potato,340,5/2/2023
narahenpita,local_potato,340,5/3/2023
narahenpita,local_potato,340,5/8/2023
narahenpita,local_potato,340,5/9/2023
narahenpita,local_potato,340,5/10/2023
narahenpita,local_potato,340,5/11/2023
narahenpita,local_potato,340,5/12/2023
narahenpita,local_potato,340,5/15/2023
narahenpita,local_potato,340,5/16/2023
narahenpita,local_potato,340,5/17/2023
narahenpita,local_potato,340,5/18/2023
narahenpita,local_potato,340,5/19/2023
narahenpita,local_potato,340,5/22/2023
narahenpita,local_potato,340,5/23/2023
narahenpita,local_potato,340,5/24/2023
narahenpita,local_potato,340,5/25/2023
narahenpita,local_potato,340,5/26/2023
narahenpita,local_potato,340,5/29/2023
narahenpita,local_potato,340,5/30/2023
narahenpita,local_potato,340,5/31/2023
narahenpita,local_potato,340,6/2/2023
narahenpita,local_potato,340,6/5/2023
narahenpita,local_potato,340,6/6/2023
narahenpita,local_potato,340,6/7/2023
narahenpita,local_potato,340,6/8/2023
narahenpita,local_potato,340,6/9/2023
narahenpita,local_potato,340,11/18/2024
narahenpita,local_potato,350,9/10/2024
narahenpita,local_potato,350,10/7/2024
narahenpita,local_potato,350,10/8/2024
narahenpita,local_potato,350,11/4/2024
narahenpita,local_potato,350,11/5/2024
narahenpita,local_potato,350,11/6/2024
narahenpita,local_potato,350,11/19/2024
narahenpita,local_potato,350,11/20/2024
narahenpita,local_potato,350,11/21/2024
narahenpita,local_potato,350,11/22/2024
narahenpita,local_potato,360,2/13/2023
narahenpita,local_potato,360,2/14/2023
narahenpita,local_potato,360,2/15/2023
narahenpita,local_potato,360,2/16/2023
narahenpita,local_potato,360,2/17/2023
narahenpita,local_potato,360,2/20/2023
narahenpita,local_potato,360,2/21/2023
narahenpita,local_potato,360,2/22/2023
narahenpita,local_potato,360,2/23/2023
narahenpita,local_potato,360,2/24/2023
narahenpita,local_potato,360,2/27/2023
narahenpita,local_potato,360,2/28/2023
narahenpita,local_potato,360,3/1/2023
narahenpita,local_potato,360,3/2/2023
narahenpita,local_potato,360,3/3/2023
narahenpita,local_potato,360,3/10/2023
narahenpita,local_potato,360,3/13/2023
narahenpita,local_potato,360,3/14/2023
narahenpita,local_potato,360,3/15/2023
narahenpita,local_potato,360,3/17/2023
narahenpita,local_potato,360,3/20/2023
narahenpita,local_potato,360,3/22/2023
narahenpita,local_potato,360,3/28/2023
narahenpita,local_potato,360,3/29/2023
narahenpita,local_potato,360,4/10/2023
narahenpita,local_potato,360,4/11/2023
narahenpita,local_potato,360,4/12/2023
narahenpita,local_potato,360,4/17/2023
narahenpita,local_potato,360,4/18/2023
narahenpita,local_potato,360,4/19/2023
narahenpita,local_potato,360,4/20/2023
narahenpita,local_potato,360,4/21/2023
narahenpita,local_potato,360,4/24/2023
narahenpita,local_potato,360,4/25/2023
narahenpita,local_potato,360,4/26/2023
narahenpita,local_potato,360,4/27/2023
narahenpita,local_potato,360,4/28/2023
narahenpita,local_potato,360,5/4/2023
narahenpita,local_potato,360,6/22/2023
narahenpita,local_potato,360,6/23/2023
narahenpita,local_potato,360,6/26/2023
narahenpita,local_potato,360,9/15/2023
narahenpita,local_potato,360,9/18/2023
narahenpita,local_potato,360,11/1/2023
narahenpita,local_potato,360,11/2/2023
narahenpita,local_potato,360,11/3/2023
narahenpita,local_potato,360,11/6/2023
narahenpita,local_potato,360,11/7/2023
narahenpita,local_potato,360,11/8/2023
narahenpita,local_potato,360,11/9/2023
narahenpita,local_potato,360,11/10/2023
narahenpita,local_potato,360,11/15/2023
narahenpita,local_potato,360,1/29/2024
narahenpita,local_potato,360,3/25/2024
narahenpita,local_potato,360,3/26/2024
narahenpita,local_potato,360,4/1/2024
narahenpita,local_potato,360,4/2/2024
narahenpita,local_potato,360,4/3/2024
narahenpita,local_potato,360,4/4/2024
narahenpita,local_potato,360,4/5/2024
narahenpita,local_potato,360,4/8/2024
narahenpita,local_potato,360,4/9/2024
narahenpita,local_potato,360,4/10/2024
narahenpita,local_potato,360,4/17/2024
narahenpita,local_potato,360,4/22/2024
narahenpita,local_potato,360,4/30/2024
narahenpita,local_potato,360,5/2/2024
narahenpita,local_potato,360,5/13/2024
narahenpita,local_potato,370,6/15/2023
narahenpita,local_potato,370,4/18/2024
narahenpita,local_potato,370,9/27/2024
narahenpita,local_potato,370,9/30/2024
narahenpita,local_potato,370,10/1/2024
narahenpita,local_potato,370,10/2/2024
narahenpita,local_potato,370,10/3/2024
narahenpita,local_potato,370,10/4/2024
narahenpita,local_potato,370,11/8/2024
narahenpita,local_potato,370,11/11/2024
narahenpita,local_potato,370,11/12/2024
narahenpita,local_potato,380,10/21/2022
narahenpita,local_potato,380,7/10/2023
narahenpita,local_potato,380,7/11/2023
narahenpita,local_potato,380,7/12/2023
narahenpita,local_potato,400,9/26/2022
narahenpita,local_potato,400,9/27/2022
narahenpita,local_potato,400,9/28/2022
narahenpita,local_potato,400,9/29/2022
narahenpita,local_potato,400,10/3/2022
narahenpita,local_potato,400,10/4/2022
narahenpita,local_potato,400,10/5/2022
narahenpita,local_potato,400,10/6/2022
narahenpita,local_potato,400,2/1/2023
narahenpita,local_potato,400,2/2/2023
narahenpita,local_potato,400,2/3/2023
narahenpita,local_potato,400,2/6/2023
narahenpita,local_potato,400,2/8/2023
narahenpita,local_potato,400,2/9/2023
narahenpita,local_potato,400,2/10/2023
narahenpita,local_potato,400,6/14/2023
narahenpita,local_potato,400,6/16/2023
narahenpita,local_potato,400,7/4/2023
narahenpita,local_potato,400,7/5/2023
narahenpita,local_potato,400,7/6/2023
narahenpita,local_potato,400,11/13/2023
narahenpita,local_potato,400,11/14/2023
narahenpita,local_potato,400,11/16/2023
narahenpita,local_potato,400,11/17/2023
narahenpita,local_potato,400,11/20/2023
narahenpita,local_potato,400,11/21/2023
narahenpita,local_potato,400,11/22/2023
narahenpita,local_potato,400,11/23/2023
narahenpita,local_potato,400,11/24/2023
narahenpita,local_potato,400,11/27/2023
narahenpita,local_potato,400,11/28/2023
narahenpita,local_potato,400,11/29/2023
narahenpita,local_potato,400,11/30/2023
narahenpita,local_potato,400,12/1/2023
narahenpita,local_potato,400,3/18/2024
narahenpita,local_potato,400,3/19/2024
narahenpita,local_potato,400,5/3/2024
narahenpita,local_potato,400,5/6/2024
narahenpita,local_potato,400,7/5/2024
narahenpita,local_potato,400,11/25/2024
narahenpita,local_potato,400,11/26/2024
narahenpita,local_potato,400,11/27/2024
narahenpita,local_potato,400,11/28/2024
narahenpita,local_potato,400,11/29/2024
narahenpita,local_potato,400,12/2/2024
narahenpita,local_potato,400,12/3/2024
narahenpita,local_potato,400,12/4/2024
narahenpita,local_potato,400,12/16/2024
narahenpita,local_potato,400,12/17/2024
narahenpita,local_potato,400,12/18/2024
narahenpita,local_potato,400,12/19/2024
narahenpita,local_potato,400,12/20/2024
narahenpita,local_potato,400,12/23/2024
narahenpita,local_potato,400,12/24/2024
narahenpita,local_potato,400,12/26/2024
narahenpita,local_potato,400,12/27/2024
narahenpita,local_potato,400,12/30/2024
narahenpita,local_potato,400,12/31/2024
narahenpita,local_potato,400,1/1/2025
narahenpita,local_potato,420,1/31/2023
narahenpita,local_potato,420,2/7/2023
narahenpita,local_potato,420,7/4/2024
narahenpita,local_potato,420,7/8/2024
narahenpita,local_potato,420,7/9/2024
narahenpita,local_potato,420,7/10/2024
narahenpita,local_potato,420,7/11/2024
narahenpita,local_potato,430,12/5/2024
narahenpita,local_potato,430,12/6/2024
narahenpita,local_potato,430,12/9/2024
narahenpita,local_potato,440,9/23/2022
narahenpita,local_potato,440,10/13/2022
narahenpita,local_potato,440,10/14/2022
narahenpita,local_potato,440,10/19/2022
narahenpita,local_potato,440,10/20/2022
narahenpita,local_potato,440,11/2/2022
narahenpita,local_potato,440,11/3/2022
narahenpita,local_potato,440,11/4/2022
narahenpita,local_potato,440,11/8/2022
narahenpita,local_potato,440,6/12/2023
narahenpita,local_potato,440,6/13/2023
narahenpita,local_potato,440,6/19/2023
narahenpita,local_potato,440,6/20/2023
narahenpita,local_potato,440,6/21/2023
narahenpita,local_potato,440,6/27/2023
narahenpita,local_potato,440,6/28/2023
narahenpita,local_potato,440,7/13/2023
narahenpita,local_potato,440,7/14/2023
narahenpita,local_potato,440,7/17/2023
narahenpita,local_potato,440,7/18/2023
narahenpita,local_potato,440,7/19/2023
narahenpita,local_potato,440,7/20/2023
narahenpita,local_potato,440,7/21/2023
narahenpita,local_potato,440,7/24/2023
narahenpita,local_potato,440,7/25/2023
narahenpita,local_potato,440,7/26/2023
narahenpita,local_potato,440,7/27/2023
narahenpita,local_potato,440,7/28/2023
narahenpita,local_potato,440,7/31/2023
narahenpita,local_potato,440,8/2/2023
narahenpita,local_potato,440,8/3/2023
narahenpita,local_potato,440,8/4/2023
narahenpita,local_potato,440,8/8/2023
narahenpita,local_potato,440,8/9/2023
narahenpita,local_potato,440,12/7/2023
narahenpita,local_potato,440,12/8/2023
narahenpita,local_potato,440,12/11/2023
narahenpita,local_potato,440,12/12/2023
narahenpita,local_potato,440,12/13/2023
narahenpita,local_potato,440,12/14/2023
narahenpita,local_potato,440,12/15/2023
narahenpita,local_potato,440,12/18/2023
narahenpita,local_potato,440,4/26/2024
narahenpita,local_potato,440,4/29/2024
narahenpita,local_potato,440,6/18/2024
narahenpita,local_potato,440,6/19/2024
narahenpita,local_potato,440,6/20/2024
narahenpita,local_potato,440,6/24/2024
narahenpita,local_potato,440,6/25/2024
narahenpita,local_potato,440,6/26/2024
narahenpita,local_potato,440,6/27/2024
narahenpita,local_potato,440,6/28/2024
narahenpita,local_potato,440,7/1/2024
narahenpita,local_potato,440,7/2/2024
narahenpita,local_potato,450,12/10/2024
narahenpita,local_potato,450,12/11/2024
narahenpita,local_potato,450,12/12/2024
narahenpita,local_potato,450,12/13/2024
narahenpita,local_potato,460,10/17/2022
narahenpita,local_potato,460,10/18/2022
narahenpita,local_potato,460,7/29/2024
narahenpita,local_potato,460,7/30/2024
narahenpita,local_potato,460,7/31/2024
narahenpita,local_potato,460,8/1/2024
narahenpita,local_potato,460,8/2/2024
narahenpita,local_potato,460,8/5/2024
narahenpita,local_potato,460,8/6/2024
narahenpita,local_potato,480,8/24/2020
narahenpita,local_potato,480,9/21/2022
narahenpita,local_potato,480,9/22/2022
narahenpita,local_potato,480,9/30/2022
narahenpita,local_potato,480,10/7/2022
narahenpita,local_potato,480,10/11/2022
narahenpita,local_potato,480,10/12/2022
narahenpita,local_potato,480,11/9/2022
narahenpita,local_potato,480,11/10/2022
narahenpita,local_potato,480,11/11/2022
narahenpita,local_potato,480,11/14/2022
narahenpita,local_potato,480,11/15/2022
narahenpita,local_potato,480,11/16/2022
narahenpita,local_potato,480,11/17/2022
narahenpita,local_potato,480,11/18/2022
narahenpita,local_potato,480,11/21/2022
narahenpita,local_potato,480,11/22/2022
narahenpita,local_potato,480,11/23/2022
narahenpita,local_potato,480,11/24/2022
narahenpita,local_potato,480,11/25/2022
narahenpita,local_potato,480,12/1/2022
narahenpita,local_potato,480,12/2/2022
narahenpita,local_potato,480,12/27/2022
narahenpita,local_potato,480,12/28/2022
narahenpita,local_potato,480,1/10/2023
narahenpita,local_potato,480,1/11/2023
narahenpita,local_potato,480,1/12/2023
narahenpita,local_potato,480,1/13/2023
narahenpita,local_potato,480,1/23/2023
narahenpita,local_potato,480,1/24/2023
narahenpita,local_potato,480,1/25/2023
narahenpita,local_potato,480,1/26/2023
narahenpita,local_potato,480,1/27/2023
narahenpita,local_potato,480,1/30/2023
narahenpita,local_potato,480,8/7/2023
narahenpita,local_potato,480,8/10/2023
narahenpita,local_potato,480,8/11/2023
narahenpita,local_potato,480,8/14/2023
narahenpita,local_potato,480,8/15/2023
narahenpita,local_potato,480,8/16/2023
narahenpita,local_potato,480,8/17/2023
narahenpita,local_potato,480,8/18/2023
narahenpita,local_potato,480,8/21/2023
narahenpita,local_potato,480,8/22/2023
narahenpita,local_potato,480,8/23/2023
narahenpita,local_potato,480,8/25/2023
narahenpita,local_potato,480,8/28/2023
narahenpita,local_potato,480,8/29/2023
narahenpita,local_potato,480,8/31/2023
narahenpita,local_potato,480,9/1/2023
narahenpita,local_potato,480,9/4/2023
narahenpita,local_potato,480,9/5/2023
narahenpita,local_potato,480,9/6/2023
narahenpita,local_potato,480,9/7/2023
narahenpita,local_potato,480,9/8/2023
narahenpita,local_potato,480,9/11/2023
narahenpita,local_potato,480,9/12/2023
narahenpita,local_potato,480,9/13/2023
narahenpita,local_potato,480,9/14/2023
narahenpita,local_potato,480,12/4/2023
narahenpita,local_potato,480,12/5/2023
narahenpita,local_potato,480,12/6/2023
narahenpita,local_potato,480,2/5/2024
narahenpita,local_potato,480,2/6/2024
narahenpita,local_potato,480,2/7/2024
narahenpita,local_potato,480,2/8/2024
narahenpita,local_potato,480,2/9/2024
narahenpita,local_potato,480,2/12/2024
narahenpita,local_potato,480,2/13/2024
narahenpita,local_potato,480,2/14/2024
narahenpita,local_potato,480,2/15/2024
narahenpita,local_potato,480,2/16/2024
narahenpita,local_potato,480,2/19/2024
narahenpita,local_potato,480,2/20/2024
narahenpita,local_potato,480,2/21/2024
narahenpita,local_potato,480,2/22/2024
narahenpita,local_potato,480,2/26/2024
narahenpita,local_potato,480,2/27/2024
narahenpita,local_potato,480,2/28/2024
narahenpita,local_potato,480,2/29/2024
narahenpita,local_potato,480,3/1/2024
narahenpita,local_potato,480,3/4/2024
narahenpita,local_potato,480,3/5/2024
narahenpita,local_potato,480,3/6/2024
narahenpita,local_potato,480,3/7/2024
narahenpita,local_potato,480,3/11/2024
narahenpita,local_potato,480,3/12/2024
narahenpita,local_potato,480,3/13/2024
narahenpita,local_potato,480,3/14/2024
narahenpita,local_potato,480,3/15/2024
narahenpita,local_potato,480,3/20/2024
narahenpita,local_potato,480,3/21/2024
narahenpita,local_potato,480,3/22/2024
narahenpita,local_potato,480,4/25/2024
narahenpita,local_potato,480,7/3/2024
narahenpita,local_potato,480,7/12/2024
narahenpita,local_potato,480,7/15/2024
narahenpita,local_potato,480,7/16/2024
narahenpita,local_potato,480,7/17/2024
narahenpita,local_potato,480,7/18/2024
narahenpita,local_potato,480,7/19/2024
narahenpita,local_potato,480,7/22/2024
narahenpita,local_potato,480,7/23/2024
narahenpita,local_potato,480,7/24/2024
narahenpita,local_potato,480,7/25/2024
narahenpita,local_potato,480,7/26/2024
narahenpita,local_potato,480,9/26/2024
narahenpita,local_potato,500,11/30/2022
narahenpita,local_potato,520,11/28/2022
narahenpita,local_potato,520,11/29/2022
narahenpita,local_potato,520,1/17/2023
narahenpita,local_potato,520,1/18/2023
narahenpita,local_potato,520,1/19/2023
narahenpita,local_potato,520,1/20/2023
narahenpita,local_potato,520,1/10/2024
narahenpita,local_potato,520,1/11/2024
narahenpita,local_potato,520,1/12/2024
narahenpita,local_potato,520,1/16/2024
narahenpita,local_potato,520,1/31/2024
narahenpita,local_potato,520,2/1/2024
narahenpita,local_potato,520,2/2/2024
narahenpita,local_potato,540,12/12/2022
narahenpita,local_potato,540,12/13/2022
narahenpita,local_potato,540,12/15/2022
narahenpita,local_potato,560,12/5/2022
narahenpita,local_potato,560,12/6/2022
narahenpita,local_potato,560,12/8/2022
narahenpita,local_potato,560,12/9/2022
narahenpita,local_potato,560,12/14/2022
narahenpita,local_potato,560,12/21/2022
narahenpita,local_potato,560,12/22/2022
narahenpita,local_potato,560,12/23/2022
narahenpita,local_potato,560,12/29/2022
narahenpita,local_potato,560,12/30/2022
narahenpita,local_potato,560,1/2/2023
narahenpita,local_potato,560,1/3/2023
narahenpita,local_potato,560,1/4/2023
narahenpita,local_potato,560,1/5/2023
narahenpita,local_potato,560,1/9/2023
narahenpita,local_potato,560,8/7/2024
narahenpita,local_potato,560,8/8/2024
narahenpita,local_potato,560,8/9/2024
narahenpita,local_potato,560,8/12/2024
narahenpita,local_potato,560,8/13/2024
narahenpita,local_potato,560,8/14/2024
narahenpita,local_potato,560,8/15/2024
narahenpita,local_potato,560,8/16/2024
narahenpita,local_potato,560,8/20/2024
narahenpita,local_potato,560,8/21/2024
narahenpita,local_potato,560,8/22/2024
narahenpita,local_potato,560,8/23/2024
narahenpita,local_potato,560,8/26/2024
narahenpita,local_potato,560,8/27/2024
narahenpita,local_potato,560,8/28/2024
narahenpita,local_potato,560,8/29/2024
narahenpita,local_potato,560,8/30/2024
narahenpita,local_potato,560,9/2/2024
narahenpita,local_potato,560,9/3/2024
narahenpita,local_potato,560,9/4/2024
narahenpita,local_potato,560,9/5/2024
narahenpita,local_potato,560,9/6/2024
narahenpita,local_potato,560,9/9/2024
narahenpita,local_potato,600,12/16/2022
narahenpita,local_potato,600,12/19/2022
narahenpita,local_potato,600,12/20/2022
narahenpita,local_potato,600,1/3/2024
narahenpita,local_potato,600,1/4/2024
narahenpita,local_potato,600,1/5/2024
narahenpita,local_potato,600,1/17/2024
narahenpita,local_potato,600,1/18/2024
narahenpita,local_potato,600,1/19/2024
narahenpita,local_potato,600,1/22/2024
narahenpita,local_potato,600,1/23/2024
narahenpita,local_potato,600,1/24/2024
narahenpita,local_potato,600,1/26/2024
narahenpita,local_potato,660,1/8/2024
narahenpita,local_potato,660,1/9/2024
narahenpita,local_potato,700,7/29/2020
narahenpita,local_potato,760,7/30/2020
narahenpita,local_potato,780,7/28/2020
narahenpita,local_potato,860,7/31/2020
narahenpita,local_potato,940,1/7/2021
narahenpita,local_potato,960,8/4/2020
narahenpita,local_potato,960,8/27/2020
narahenpita,local_potato,960,1/8/2021
narahenpita,local_potato,980,8/26/2020
narahenpita,local_potato,980,8/28/2020
narahenpita,local_potato,980,8/31/2020
narahenpita,local_potato,1000,9/8/2020
narahenpita,local_potato,1000,9/21/2020
narahenpita,local_potato,1030,2/8/2022
narahenpita,local_potato,1050,9/3/2020
narahenpita,local_potato,1050,9/4/2020
narahenpita,local_potato,1050,9/30/2020
narahenpita,local_potato,1050,2/25/2022
narahenpita,local_potato,1050,2/28/2022
narahenpita,local_potato,1050,3/2/2022
narahenpita,local_potato,1050,3/3/2022
narahenpita,local_potato,1050,3/4/2022
narahenpita,local_potato,1050,3/9/2022
narahenpita,local_potato,1050,3/10/2022
narahenpita,local_potato,1050,3/11/2022
narahenpita,local_potato,1060,1/28/2022
narahenpita,local_potato,1080,2/15/2022
narahenpita,local_potato,1090,1/19/2022
narahenpita,local_potato,1090,1/20/2022
narahenpita,local_potato,1090,3/14/2022
narahenpita,local_potato,1100,8/11/2020
narahenpita,local_potato,1100,8/14/2020
narahenpita,local_potato,1100,8/17/2020
narahenpita,local_potato,1100,8/18/2020
narahenpita,local_potato,1100,8/19/2020
